Pc_name,no,type,state,candidate_name,party,electors,votes,Turnout,margin,margin%,year,state_raw,state_canonical,election_year_clean
Jabalpur,170,GEN,Madhya Pradesh [1947 - 1999],Govind Das,Indian National Congress,396079.0,204788.0,51.7,55782.0,27.2,1962.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1962
Jahanabad,96,GEN,Bihar [1947 - 1999],Satyabhama Devi,Indian National Congress,436653.0,231636.0,53.1,34829.0,15.0,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Jainagar,69,GEN,Bihar [1947 - 1999],Yamuna Prasad Mandal,Indian National Congress,471460.0,213516.0,45.3,29192.0,13.7,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Jaipur,340,GEN,Rajasthan,Gayatri Devi W/o Sawai Mansingh,Swatantra,462468.0,257454.0,55.7,157692.0,61.3,1962.0,Rajasthan,Rajasthan,1962
Jajpur,311,SC,Orissa,Ramachandra Mallick,Indian National Congress,476679.0,135346.0,28.4,35697.0,26.4,1962.0,Orissa,Odisha,1962
Jalaun,422,SC,Uttar Pradesh [1947 - 1999],Ram Sewak,Indian National Congress,424771.0,245583.0,57.8,35306.0,14.4,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Jalesar,431,GEN,Uttar Pradesh [1947 - 1999],Krishnapal Singh Rao,Swatantra,426279.0,247891.0,58.2,23348.0,9.4,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Jalgaon,251,GEN,Maharashtra,Julalsing Shankarrao Patil,Indian National Congress,428293.0,259480.0,60.6,70385.0,27.1,1962.0,Maharashtra,Maharashtra,1962
Jalna,268,GEN,Maharashtra,Ramrao Narayanrao,Indian National Congress,448036.0,188364.0,42.0,16963.0,9.0,1962.0,Maharashtra,Maharashtra,1962
Jalore,354,GEN,Rajasthan,Harish Chandra,Indian National Congress,444100.0,174125.0,39.2,44985.0,25.8,1962.0,Rajasthan,Rajasthan,1962
Jalpaiguri,447,GEN,West Bengal,Nalini Ranjan Ghosh,Indian National Congress,521556.0,270980.0,52.0,24593.0,9.1,1962.0,West Bengal,West Bengal,1962
Jamnagar,112,GEN,Gujarat,Manubhai Mansukhlal Shah,Indian National Congress,426809.0,179812.0,42.1,74152.0,41.2,1962.0,Gujarat,Gujarat,1962
Jamshedpur,104,GEN,Bihar [1947 - 1999],Udaikar Mishra,Communist Party Of India,435297.0,181726.0,41.8,19805.0,10.9,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Jamui,85,SC,Bihar [1947 - 1999],Nayantara Das,Indian National Congress,408420.0,211878.0,51.9,45796.0,21.6,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Janjgir,160,GEN,Madhya Pradesh [1947 - 1999],Amarsingh,Indian National Congress,443124.0,154613.0,34.9,31271.0,20.2,1962.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1962
Jaunpur,409,GEN,Uttar Pradesh [1947 - 1999],Brahmjeet,Jan Sangh,413218.0,249502.0,60.4,7937.0,3.2,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Jhabua,183,ST,Madhya Pradesh [1947 - 1999],Jamunadevi,Indian National Congress,420959.0,168479.0,40.0,22384.0,13.3,1962.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1962
Jhajjar,322,GEN,Punjab,Jagdev Singh,Haryana Lok Samiti,505869.0,360204.0,71.2,7662.0,2.1,1962.0,Punjab,Punjab,1962
Jhalawar,348,GEN,Rajasthan,Brij Raj Singh,Indian National Congress,420382.0,199386.0,47.4,86992.0,43.6,1962.0,Rajasthan,Rajasthan,1962
Jhansi,421,GEN,Uttar Pradesh [1947 - 1999],Shushila Nayar,Indian National Congress,422940.0,205656.0,48.6,11090.0,5.4,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Jhargram,473,ST,West Bengal,Subodh Hansda,Indian National Congress,472227.0,217704.0,46.1,45359.0,20.8,1962.0,West Bengal,West Bengal,1962
Jhunjhunu,338,GEN,Rajasthan,Radheyshyam Ramkumar Morarka,Indian National Congress,457451.0,280791.0,61.4,3460.0,1.2,1962.0,Rajasthan,Rajasthan,1962
Jodhpur,356,GEN,Rajasthan,Laxmi Mal Singhavi,Independent,516529.0,284810.0,55.1,1634.0,0.6,1962.0,Rajasthan,Rajasthan,1962
Jorhat,53,GEN,Assam,Rajendra Nath Baruah,Praja Socialist Party,404220.0,196268.0,48.6,907.0,0.5,1962.0,Assam,Assam,1962
Joynagar,458,SC,West Bengal,Paresh Nath Kayal,Indian National Congress,532232.0,297962.0,56.0,18771.0,6.3,1962.0,West Bengal,West Bengal,1962
Jullundur,331,GEN,Punjab,Swaran Singh,Indian National Congress,458320.0,300406.0,65.6,69081.0,23.0,1962.0,Punjab,Punjab,1962
Junagadh,113,GEN,Gujarat,Chittaranjan Rugnath Raja,Indian National Congress,423066.0,217574.0,51.4,67690.0,31.1,1962.0,Gujarat,Gujarat,1962
Kaimganj,428,GEN,Uttar Pradesh [1947 - 1999],Prem Kishan Khanna,Indian National Congress,427579.0,243950.0,57.1,14487.0,5.9,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Kaira,123,GEN,Gujarat,Pravinsinh Natversinh Solanki,Swatantra,436539.0,283986.0,65.1,12613.0,4.4,1962.0,Gujarat,Gujarat,1962
Kairana,443,GEN,Uttar Pradesh [1947 - 1999],Yashpal Singh,Independent,443410.0,294660.0,66.5,53435.0,18.1,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Kaisarganj,390,GEN,Uttar Pradesh [1947 - 1999],Basant Kunwari,Swatantra,401792.0,184607.0,46.0,41133.0,22.3,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Kaithal,320,GEN,Punjab,Dev Dutt,Indian National Congress,518275.0,360791.0,69.6,19603.0,5.4,1962.0,Punjab,Punjab,1962
Kakinada,8,GEN,Andhra Pradesh,Mosalikanti Thirumala Rao,Indian National Congress,454089.0,324570.0,71.5,18684.0,5.8,1962.0,Andhra Pradesh,Andhra Pradesh,1962
Kalahandi,301,GEN,Orissa,Pratap Kessari Deo,Ganatantra Parishad,373402.0,100468.0,26.9,40833.0,40.6,1962.0,Orissa,Odisha,1962
Kanara,276,GEN,Mysore,Joachim Piedad Alva,Indian National Congress,488300.0,298758.0,61.2,19869.0,6.7,1962.0,Mysore,Karnataka,1962
Kangra,316,GEN,Punjab,Hem Raj,Indian National Congress,431812.0,185733.0,43.0,29182.0,15.7,1962.0,Punjab,Punjab,1962
Kanpur,424,GEN,Uttar Pradesh [1947 - 1999],S. M. Banerjee,Independent,484933.0,271823.0,56.1,58105.0,21.4,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Karad,241,GEN,Maharashtra,Dajisaheb Ramrao Chavan,Indian National Congress,410517.0,309241.0,75.3,146778.0,47.5,1962.0,Maharashtra,Maharashtra,1962
Karimganj,45,SC,Assam,Nihar Ranjan Laskar,Indian National Congress,397814.0,231153.0,58.1,50525.0,21.9,1962.0,Assam,Assam,1962
Karimnagar,37,GEN,Andhra Pradesh,Juvvadi Ramapathi Rao,Indian National Congress,437969.0,248500.0,56.7,67403.0,27.1,1962.0,Andhra Pradesh,Andhra Pradesh,1962
Karnal,319,GEN,Punjab,Rameshwaranand,Jan Sangh,477020.0,327861.0,68.7,12710.0,3.9,1962.0,Punjab,Punjab,1962
Karol Bagh,485,SC,Delhi,Nawal Prabhakar,Indian National Congress,308688.0,219479.0,71.1,55528.0,25.3,1962.0,Delhi,Delhi,1962
Karur,211,GEN,Madras,R. Ramanathan Chettiar,Indian National Congress,461862.0,296273.0,64.2,39156.0,13.2,1962.0,Madras,Tamil Nadu,1962
Kasergod,131,GEN,Kerala,A. K. Gopalan,Communist Party Of India,460358.0,308449.0,67.0,83363.0,27.0,1962.0,Kerala,Kerala,1962
Katihar,78,GEN,Bihar [1947 - 1999],Priya Gupta,Praja Socialist Party,451056.0,190900.0,42.3,17537.0,9.2,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Katwa,480,GEN,West Bengal,Saradish Roy,Communist Party Of India,519362.0,277329.0,53.4,35266.0,12.7,1962.0,West Bengal,West Bengal,1962
Kavali,19,GEN,Andhra Pradesh,Bezwada Gopala Reddy,Indian National Congress,478746.0,330499.0,69.0,27963.0,8.5,1962.0,Andhra Pradesh,Andhra Pradesh,1962
Kendrapara,312,GEN,Orissa,Surendranath Dwivedy,Praja Socialist Party,489055.0,207852.0,42.5,66.0,0.0,1962.0,Orissa,Odisha,1962
Keonjhar,305,GEN,Orissa,Laxmi Narayan Bhanja Deo,Indian National Congress,370850.0,65978.0,17.8,10282.0,15.6,1962.0,Orissa,Odisha,1962
Kesaria,63,GEN,Bihar [1947 - 1999],Bhishma Prasad Yadava,Indian National Congress,389402.0,171090.0,43.9,49538.0,29.0,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Khagaria,86,GEN,Bihar [1947 - 1999],Jiyalal Mandal,Indian National Congress,431546.0,231667.0,53.7,61069.0,26.4,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Khajuraho,154,GEN,Madhya Pradesh [1947 - 1999],Ram Sahai,Indian National Congress,469766.0,203615.0,43.3,16630.0,8.2,1962.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1962
Khamgaon,253,SC,Maharashtra,Laxman Shrawan Bhatkar,Indian National Congress,447158.0,290264.0,64.9,70423.0,24.3,1962.0,Maharashtra,Maharashtra,1962
Khammam,41,GEN,Andhra Pradesh,T. Lakshikantamma,Indian National Congress,450611.0,339103.0,75.3,12060.0,3.6,1962.0,Andhra Pradesh,Andhra Pradesh,1962
Khandwa,181,GEN,Madhya Pradesh [1947 - 1999],Maheshdutta,Indian National Congress,449704.0,242140.0,53.8,49136.0,20.3,1962.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1962
Khargone,182,GEN,Madhya Pradesh [1947 - 1999],Ramchandra Bade,Jan Sangh,456670.0,213414.0,46.7,35914.0,16.8,1962.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1962
Khed,235,GEN,Maharashtra,Raghunath Keshab Khadilkar,Indian National Congress,414923.0,233866.0,56.4,70541.0,30.2,1962.0,Maharashtra,Maharashtra,1962
Kheri,373,GEN,Uttar Pradesh [1947 - 1999],Balgovind,Indian National Congress,432335.0,186441.0,43.1,36979.0,19.8,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Khurja,437,SC,Uttar Pradesh [1947 - 1999],Kanhaiya Lal Balmiki,Indian National Congress,432774.0,234574.0,54.2,28300.0,12.1,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Kishanganj,76,GEN,Bihar [1947 - 1999],Mohammad Tahir,Indian National Congress,486140.0,193111.0,39.7,14555.0,7.5,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Koilpatti,221,SC,Madras,S. C. Balakrishnan,Indian National Congress,454673.0,322810.0,71.0,56332.0,17.5,1962.0,Madras,Tamil Nadu,1962
Kolaba,232,GEN,Maharashtra,Bhaskar Narayan Dighe,Indian National Congress,368288.0,215326.0,58.5,29042.0,13.5,1962.0,Maharashtra,Maharashtra,1962
Kolar,290,SC,Mysore,Doddathimmaiah,Indian National Congress,422809.0,253983.0,60.1,30059.0,11.8,1962.0,Mysore,Karnataka,1962
Kolhapur,238,GEN,Maharashtra,Vishwanath Tukaram Patil,Indian National Congress,391727.0,244437.0,62.4,63669.0,26.0,1962.0,Maharashtra,Maharashtra,1962
Kopargaon,246,GEN,Maharashtra,Annasaheb Pandurang Shinde,Indian National Congress,394458.0,239155.0,60.6,66530.0,27.8,1962.0,Maharashtra,Maharashtra,1962
Koppal,280,GEN,Mysore,Shivamurthy Swami Siddappayya Swamy,Lok Sewak Sangh,459762.0,261846.0,57.0,4281.0,1.6,1962.0,Mysore,Karnataka,1962
Koraput,297,ST,Orissa,Ulaka Ramachandra,Indian National Congress,461502.0,56155.0,12.2,26249.0,46.7,1962.0,Orissa,Odisha,1962
Kotah,347,SC,Rajasthan,Unkar Lal,Jan Sangh,469930.0,211026.0,44.9,13705.0,6.5,1962.0,Rajasthan,Rajasthan,1962
Kottayam,142,GEN,Kerala,Mathew Maniyangadan,Indian National Congress,409662.0,294598.0,71.9,65286.0,22.2,1962.0,Kerala,Kerala,1962
Kozhikode,134,GEN,Kerala,C. H. Muhammed Koya,Muslim League,434064.0,312672.0,72.0,763.0,0.2,1962.0,Kerala,Kerala,1962
Krishnagiri,198,GEN,Madras,K. Rajaram,Dravida Munetra Kazhagam,473080.0,270916.0,57.3,8601.0,3.2,1962.0,Madras,Tamil Nadu,1962
Kumbakonam,215,GEN,Madras,C. R. Pattabiraman,Indian National Congress,451280.0,339435.0,75.2,10899.0,3.2,1962.0,Madras,Tamil Nadu,1962
Kurnool,28,GEN,Andhra Pradesh,Yasoda Reddy,Indian National Congress,463818.0,297743.0,64.2,36914.0,12.4,1962.0,Andhra Pradesh,Andhra Pradesh,1962
Kutch,109,GEN,Gujarat,M. K. S. Himatsinhji Vijarajji,Swatantra,408740.0,245400.0,60.0,61758.0,25.2,1962.0,Gujarat,Gujarat,1962
Lalganj,404,SC,Uttar Pradesh [1947 - 1999],Vishram Prasad,Praja Socialist Party,437040.0,210731.0,48.2,20547.0,9.8,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Latur,264,SC,Maharashtra,Tulsiram Dashrath,Indian National Congress,455257.0,246511.0,54.2,61391.0,24.9,1962.0,Maharashtra,Maharashtra,1962
Lohardaga,107,ST,Bihar [1947 - 1999],David Munzni,Swatantra,368021.0,139811.0,38.0,16370.0,11.7,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Lucknow,380,GEN,Uttar Pradesh [1947 - 1999],B. K. Dhaon,Indian National Congress,407726.0,238485.0,58.5,30017.0,12.6,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Ludhiana,329,GEN,Punjab,Kapur Singh,Akali Dal,480460.0,328096.0,68.3,1870.0,0.6,1962.0,Punjab,Punjab,1962
Machhlishahr,410,SC,Uttar Pradesh [1947 - 1999],Ganpat Ram,Indian National Congress,429365.0,246531.0,57.4,21928.0,8.9,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Madhubani,70,GEN,Bihar [1947 - 1999],Yogendra Jha,Praja Socialist Party,427660.0,208348.0,48.7,1912.0,0.9,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Madras North,185,GEN,Madras,P. Srinivasan,Indian National Congress,452645.0,333737.0,73.7,8849.0,2.7,1962.0,Madras,Tamil Nadu,1962
Madras South,186,GEN,Madras,K. Manoharan,Dravida Munetra Kazhagam,486728.0,348526.0,71.6,62146.0,17.8,1962.0,Madras,Tamil Nadu,1962
Madurai,208,GEN,Madras,N. M. R. Subbaraman,Indian National Congress,487321.0,364659.0,74.8,17188.0,4.7,1962.0,Madras,Tamil Nadu,1962
Maharajganj,62,GEN,Bihar [1947 - 1999],Krishnakanta Singh,Indian National Congress,401654.0,170942.0,42.6,13527.0,7.9,1962.0,Bihar [1947 - 1999],Bihar [1947 - 1999],1962
Maharajganj,399,GEN,Uttar Pradesh [1947 - 1999],Mahadeo Prasad,Indian National Congress,400205.0,188631.0,47.1,24371.0,12.9,1962.0,Uttar Pradesh [1947 - 1999],Uttar Pradesh [1947 - 1999],1962
Mahasamund,163,GEN,Madhya Pradesh [1947 - 1999],Vidya Charan Shukla,Indian National Congress,470198.0,167272.0,35.6,2792.0,1.7,1962.0,Madhya Pradesh [1947 - 1999],Madhya Pradesh [1947 - 1999],1962
Mahasu,489,GEN,Himachal Pradesh,Virbhadra Singh,Indian National Congress,160883.0,66021.0,41.0,34254.0,51.9,1962.0,Himachal Pradesh,Himachal Pradesh,1962
Mahbubabad,40,GEN,Andhra Pradesh,Etikala Madhusudhan Rao,Indian National Congress,426441.0,288681.0,67.7,13576.0,4.7,1962.0,Andhra Pradesh,Andhra Pradesh,1962
